date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:15:58	5442/5442	---M--	200	added ('OK')	image/jpeg	etag:%225f5a9cf9b1d95a10b19a96bf69b359e5-ssl%22	https://htmldemo.hasthemes.com/furns/furns/assets/images/product-image/13.jpg	C:/Users/axmed/OneDrive/Desktop/Furns/Furns/htmldemo.hasthemes.com/furns/furns/assets/images/product-image/13.jpg	(from https://htmldemo.hasthemes.com/furns/furns/index.html)
13:15:58	9830/9830	---M--	200	added ('OK')	image/jpeg	etag:%22ef6177b2c86e12750ecad2f9c2597bbf-ssl%22	https://htmldemo.hasthemes.com/furns/furns/assets/images/product-image/14.jpg	C:/Users/axmed/OneDrive/Desktop/Furns/Furns/htmldemo.hasthemes.com/furns/furns/assets/images/product-image/14.jpg	(from https://htmldemo.hasthemes.com/furns/furns/index.html)
13:15:58	7754/7754	---M--	200	added ('OK')	image/jpeg	etag:%22988d5eb54dbabc21f4854594a9791257-ssl%22	https://htmldemo.hasthemes.com/furns/furns/assets/images/product-image/15.jpg	C:/Users/axmed/OneDrive/Desktop/Furns/Furns/htmldemo.hasthemes.com/furns/furns/assets/images/product-image/15.jpg	(from https://htmldemo.hasthemes.com/furns/furns/index.html)
13:15:58	12329/12329	---M--	200	added ('OK')	image/jpeg	etag:%22d67676401fd7d6491ddf66369ed6f0bf-ssl%22	https://htmldemo.hasthemes.com/furns/furns/assets/images/product-image/16.jpg	C:/Users/axmed/OneDrive/Desktop/Furns/Furns/htmldemo.hasthemes.com/furns/furns/assets/images/product-image/16.jpg	(from https://htmldemo.hasthemes.com/furns/furns/index.html)
13:15:59	32558/32558	---M--	200	added ('OK')	image/jpeg	etag:%22a24cd1c7781c9f6a5b1af067cfded36b-ssl%22	https://htmldemo.hasthemes.com/furns/furns/assets/images/banner/1.jpg	C:/Users/axmed/OneDrive/Desktop/Furns/Furns/htmldemo.hasthemes.com/furns/furns/assets/images/banner/1.jpg	(from https://htmldemo.hasthemes.com/furns/furns/index.html)
13:15:59	41153/41153	---M--	200	added ('OK')	image/jpeg	etag:%229bcf66dd14ed7a00031b63dcff1eb74e-ssl%22	https://htmldemo.hasthemes.com/furns/furns/assets/images/banner/2.jpg	C:/Users/axmed/OneDrive/Desktop/Furns/Furns/htmldemo.hasthemes.com/furns/furns/assets/images/banner/2.jpg	(from https://htmldemo.hasthemes.com/furns/furns/index.html)
13:15:59	30963/30963	---M--	200	added ('OK')	image/jpeg	etag:%22b1768933188ea60cf317d85b1d009095-ssl%22	https://htmldemo.hasthemes.com/furns/furns/assets/images/blog-image/1.jpg	C:/Users/axmed/OneDrive/Desktop/Furns/Furns/htmldemo.hasthemes.com/furns/furns/assets/images/blog-image/1.jpg	(from https://htmldemo.hasthemes.com/furns/furns/index.html)
13:15:59	28427/28427	---M--	200	added ('OK')	image/jpeg	etag:%22761e205274b8d9687ab73d6129057594-ssl%22	https://htmldemo.hasthemes.com/furns/furns/assets/images/blog-image/2.jpg	C:/Users/axmed/OneDrive/Desktop/Furns/Furns/htmldemo.hasthemes.com/furns/furns/assets/images/blog-image/2.jpg	(from https://htmldemo.hasthemes.com/furns/furns/index.html)
13:15:59	21718/21718	---M--	200	added ('OK')	image/jpeg	etag:%22b0fe54a710db6d834690b36413fe5a28-ssl%22	https://htmldemo.hasthemes.com/furns/furns/assets/images/blog-image/3.jpg	C:/Users/axmed/OneDrive/Desktop/Furns/Furns/htmldemo.hasthemes.com/furns/furns/assets/images/blog-image/3.jpg	(from https://htmldemo.hasthemes.com/furns/furns/index.html)
13:16:00	26661/26661	---M--	200	added ('OK')	image/jpeg	etag:%2203604376391583a43a908939cbd94aee-ssl%22	https://htmldemo.hasthemes.com/furns/furns/assets/images/blog-image/4.jpg	C:/Users/axmed/OneDrive/Desktop/Furns/Furns/htmldemo.hasthemes.com/furns/furns/assets/images/blog-image/4.jpg	(from https://htmldemo.hasthemes.com/furns/furns/index.html)
